AEGN,1399455000000,24.01
AEGN,1399455060000,24.905
AEGN,1399455120000,24.2
AEGN,1399455180000,24.035
AEGN,1399455240000,24.0
AEGN,1399455300000,24.065
AEGN,1399455360000,24.01
AEGN,1399455420000,23.99
AEGN,1399455480000,23.93
AEGN,1399455540000,23.855
AEGN,1399455660000,23.855
AEGN,1399455720000,23.94
AEGN,1399455840000,23.94
AEGN,1399455900000,23.99
AEGN,1399455960000,24.0
AEGN,1399456020000,24.0
AEGN,1399456080000,24.03
AEGN,1399456140000,24.11
AEGN,1399456200000,24.14
AEGN,1399456260000,24.02
AEGN,1399456380000,23.99
AEGN,1399456440000,23.93
AEGN,1399456560000,24.0
AEGN,1399456740000,23.93
AEGN,1399456800000,23.9
AEGN,1399456980000,23.94
AEGN,1399457100000,24.01
AEGN,1399457160000,23.86
AEGN,1399457220000,23.85
AEGN,1399457280000,23.84
AEGN,1399457340000,23.84
AEGN,1399457580000,23.86
AEGN,1399457640000,23.82
AEGN,1399457700000,23.84
AEGN,1399457760000,23.83
AEGN,1399457880000,23.84
AEGN,1399458120000,23.91
AEGN,1399458180000,23.865
AEGN,1399458300000,23.93
AEGN,1399458360000,23.91
AEGN,1399458660000,23.96
AEGN,1399458720000,23.97
AEGN,1399458780000,23.93
AEGN,1399458840000,23.96
AEGN,1399458900000,23.96
AEGN,1399458960000,24.0
AEGN,1399459020000,24.13
AEGN,1399459140000,24.2
AEGN,1399459260000,24.08
AEGN,1399459440000,24.04
AEGN,1399459500000,24.02
AEGN,1399459560000,24.05
AEGN,1399459620000,24.0
AEGN,1399459860000,24.0
AEGN,1399460100000,23.99
AEGN,1399460160000,23.99
AEGN,1399460220000,23.95
AEGN,1399460580000,23.9
AEGN,1399460640000,23.903
AEGN,1399460700000,23.92
AEGN,1399460760000,23.9
AEGN,1399460820000,23.92
AEGN,1399460880000,23.92
AEGN,1399460940000,23.92
AEGN,1399461060000,23.92
AEGN,1399461120000,23.92
AEGN,1399461180000,23.92
AEGN,1399461240000,23.92
AEGN,1399461300000,23.92
AEGN,1399461360000,23.93
AEGN,1399461540000,23.94
AEGN,1399461600000,23.92
AEGN,1399461660000,23.91
AEGN,1399461780000,23.9
AEGN,1399462080000,23.86
AEGN,1399462140000,23.83
AEGN,1399462200000,23.8
AEGN,1399462260000,23.82
AEGN,1399462320000,23.85
AEGN,1399462380000,23.85
AEGN,1399462440000,23.85
AEGN,1399462500000,23.85
AEGN,1399462560000,23.85
AEGN,1399462620000,23.88
AEGN,1399462680000,23.85
AEGN,1399462740000,23.85
AEGN,1399462800000,23.85
AEGN,1399462860000,23.85
AEGN,1399462980000,23.85
AEGN,1399463040000,23.9
AEGN,1399463100000,23.95
AEGN,1399463160000,23.96
AEGN,1399463220000,23.97
AEGN,1399463280000,23.97
AEGN,1399463400000,24.0
AEGN,1399463460000,24.03
AEGN,1399463520000,23.99
AEGN,1399463760000,24.06
AEGN,1399463820000,24.02
AEGN,1399463880000,24.06
AEGN,1399464000000,23.99
AEGN,1399464240000,23.97
AEGN,1399464300000,23.97
AEGN,1399464420000,23.98
AEGN,1399464780000,24.01
AEGN,1399464840000,24.005
AEGN,1399465080000,24.05
AEGN,1399465140000,23.99
