ACAD,1399455000000,18.93
ACAD,1399455060000,18.18
ACAD,1399455120000,18.08
ACAD,1399455180000,18.18
ACAD,1399455240000,18.16
ACAD,1399455300000,18.25
ACAD,1399455360000,18.2699
ACAD,1399455420000,17.77
ACAD,1399455480000,17.76
ACAD,1399455540000,17.795
ACAD,1399455600000,17.825
ACAD,1399455660000,17.79
ACAD,1399455720000,17.33
ACAD,1399455780000,17.41
ACAD,1399455840000,17.56
ACAD,1399455900000,17.56
ACAD,1399455960000,17.36
ACAD,1399456020000,17.17
ACAD,1399456080000,17.16
ACAD,1399456140000,17.24
ACAD,1399456200000,17.26
ACAD,1399456260000,17.335
ACAD,1399456320000,17.28
ACAD,1399456380000,17.285
ACAD,1399456440000,17.2909
ACAD,1399456500000,17.45
ACAD,1399456560000,17.48
ACAD,1399456620000,17.44
ACAD,1399456680000,17.66
ACAD,1399456740000,17.472
ACAD,1399456800000,17.39
ACAD,1399456860000,17.35
ACAD,1399456920000,17.385
ACAD,1399456980000,17.42
ACAD,1399457040000,17.41
ACAD,1399457100000,17.445
ACAD,1399457160000,17.45
ACAD,1399457220000,17.45
ACAD,1399457280000,17.49
ACAD,1399457340000,17.525
ACAD,1399457400000,17.57
ACAD,1399457460000,17.5301
ACAD,1399457520000,17.529
ACAD,1399457580000,17.51
ACAD,1399457640000,17.5099
ACAD,1399457700000,17.505
ACAD,1399457760000,17.5
ACAD,1399457820000,17.5
ACAD,1399457880000,17.509
ACAD,1399457940000,17.51
ACAD,1399458000000,17.505
ACAD,1399458060000,17.5
ACAD,1399458120000,17.51
ACAD,1399458180000,17.375
ACAD,1399458240000,17.4001
ACAD,1399458300000,17.405
ACAD,1399458360000,17.4
ACAD,1399458420000,17.3905
ACAD,1399458480000,17.385
ACAD,1399458540000,17.39
ACAD,1399458600000,17.45
ACAD,1399458660000,17.455
ACAD,1399458720000,17.46
ACAD,1399458780000,17.445
ACAD,1399458840000,17.41
ACAD,1399458900000,17.4199
ACAD,1399458960000,17.415
ACAD,1399459020000,17.48
ACAD,1399459080000,17.48
ACAD,1399459140000,17.51
ACAD,1399459200000,17.44
ACAD,1399459260000,17.4301
ACAD,1399459320000,17.44
ACAD,1399459380000,17.44
ACAD,1399459440000,17.44
ACAD,1399459500000,17.44
ACAD,1399459560000,17.49
ACAD,1399459620000,17.51
ACAD,1399459680000,17.52
ACAD,1399459740000,17.52
ACAD,1399459800000,17.515
ACAD,1399459860000,17.62
ACAD,1399459920000,17.62
ACAD,1399459980000,17.601
ACAD,1399460040000,17.71
ACAD,1399460100000,17.77
ACAD,1399460160000,17.86
ACAD,1399460220000,17.94
ACAD,1399460280000,18.04
ACAD,1399460340000,17.995
ACAD,1399460400000,18.005
ACAD,1399460460000,18.02
ACAD,1399460580000,18.0
ACAD,1399460640000,17.96
ACAD,1399460700000,17.9001
ACAD,1399460760000,17.9
ACAD,1399460820000,17.89
ACAD,1399460880000,17.93
ACAD,1399460940000,17.92
ACAD,1399461000000,17.9201
ACAD,1399461060000,17.86
ACAD,1399461120000,17.79
ACAD,1399461180000,17.761
ACAD,1399461240000,17.76
ACAD,1399461300000,17.81
ACAD,1399461360000,17.835
ACAD,1399461420000,17.84
ACAD,1399461480000,17.73
ACAD,1399461540000,17.66
ACAD,1399461600000,17.68
ACAD,1399461660000,17.705
ACAD,1399461720000,17.725
ACAD,1399461780000,17.76
ACAD,1399461840000,17.745
ACAD,1399461900000,17.755
ACAD,1399461960000,17.765
ACAD,1399462020000,17.79
ACAD,1399462080000,17.79
ACAD,1399462140000,17.74
ACAD,1399462200000,17.78
ACAD,1399462260000,17.76
ACAD,1399462320000,17.76
ACAD,1399462380000,17.76
ACAD,1399462440000,17.77
ACAD,1399462500000,17.77
ACAD,1399462560000,17.76
ACAD,1399462620000,17.76
ACAD,1399462680000,17.75
ACAD,1399462740000,17.755
ACAD,1399462800000,17.7599
ACAD,1399462860000,17.755
ACAD,1399462920000,17.76
ACAD,1399462980000,17.77
ACAD,1399463040000,17.92
ACAD,1399463100000,18.28
ACAD,1399463160000,18.11
ACAD,1399463220000,18.09
ACAD,1399463280000,18.08
ACAD,1399463340000,18.05
ACAD,1399463400000,18.0401
ACAD,1399463460000,18.055
ACAD,1399463520000,18.15
ACAD,1399463580000,18.08
ACAD,1399463640000,18.09
ACAD,1399463700000,18.06
ACAD,1399463760000,18.02
ACAD,1399463820000,18.0198
ACAD,1399463880000,18.03
ACAD,1399463940000,18.06
ACAD,1399464000000,18.05
ACAD,1399464060000,18.0001
ACAD,1399464120000,18.0
ACAD,1399464180000,17.96
ACAD,1399464300000,17.95
ACAD,1399464360000,17.945
ACAD,1399464420000,17.9434
ACAD,1399464480000,17.94
ACAD,1399464540000,17.95
ACAD,1399464600000,17.945
ACAD,1399464660000,17.9401
ACAD,1399464720000,17.95
ACAD,1399464780000,18.0454
ACAD,1399464840000,18.04
ACAD,1399464900000,18.04
ACAD,1399464960000,18.05
ACAD,1399465020000,18.045
ACAD,1399465080000,18.09
ACAD,1399465140000,18.11
ACAD,1399465200000,18.05
ACAD,1399465260000,18.11
