ADBE,1399455000000,59.56
ADBE,1399455060000,59.33
ADBE,1399455120000,59.21
ADBE,1399455180000,59.33
ADBE,1399455240000,59.595
ADBE,1399455300000,59.45
ADBE,1399455360000,59.48
ADBE,1399455420000,59.34
ADBE,1399455480000,59.3
ADBE,1399455540000,59.21
ADBE,1399455600000,59.33
ADBE,1399455660000,59.26
ADBE,1399455720000,59.27
ADBE,1399455780000,59.23
ADBE,1399455840000,59.28
ADBE,1399455900000,59.18
ADBE,1399455960000,58.92
ADBE,1399456020000,58.84
ADBE,1399456080000,58.832
ADBE,1399456140000,59.02
ADBE,1399456200000,58.94
ADBE,1399456260000,58.92
ADBE,1399456320000,58.8
ADBE,1399456380000,58.81
ADBE,1399456440000,58.83
ADBE,1399456500000,58.86
ADBE,1399456560000,58.8424
ADBE,1399456620000,58.8
ADBE,1399456680000,58.82
ADBE,1399456740000,58.8
ADBE,1399456800000,58.82
ADBE,1399456860000,58.8
ADBE,1399456920000,58.84
ADBE,1399456980000,58.86
ADBE,1399457040000,58.89
ADBE,1399457100000,58.895
ADBE,1399457160000,58.85
ADBE,1399457220000,58.8
ADBE,1399457280000,58.8
ADBE,1399457340000,58.71
ADBE,1399457400000,58.64
ADBE,1399457460000,58.57
ADBE,1399457520000,58.525
ADBE,1399457580000,58.44
ADBE,1399457640000,58.34
ADBE,1399457700000,58.29
ADBE,1399457760000,58.35
ADBE,1399457820000,58.46
ADBE,1399457880000,58.42
ADBE,1399457940000,58.38
ADBE,1399458000000,58.4
ADBE,1399458060000,58.41
ADBE,1399458120000,58.34
ADBE,1399458180000,58.205
ADBE,1399458240000,58.165
ADBE,1399458300000,58.23
ADBE,1399458360000,58.14
ADBE,1399458420000,58.24
ADBE,1399458480000,58.17
ADBE,1399458540000,58.24
ADBE,1399458600000,58.2624
ADBE,1399458660000,58.19
ADBE,1399458720000,58.17
ADBE,1399458780000,58.145
ADBE,1399458840000,58.09
ADBE,1399458900000,58.06
ADBE,1399458960000,58.03
ADBE,1399459020000,58.17
ADBE,1399459080000,58.18
ADBE,1399459140000,58.27
ADBE,1399459200000,58.3
ADBE,1399459260000,58.34
ADBE,1399459320000,58.24
ADBE,1399459380000,58.25
ADBE,1399459440000,58.24
ADBE,1399459500000,58.2
ADBE,1399459560000,58.28
ADBE,1399459620000,58.26
ADBE,1399459680000,58.175
ADBE,1399459740000,58.21
ADBE,1399459800000,58.24
ADBE,1399459860000,58.3
ADBE,1399459920000,58.19
ADBE,1399459980000,58.2
ADBE,1399460040000,58.19
ADBE,1399460100000,58.15
ADBE,1399460160000,58.16
ADBE,1399460220000,58.1
ADBE,1399460280000,58.16
ADBE,1399460340000,58.21
ADBE,1399460400000,58.22
ADBE,1399460460000,58.14
ADBE,1399460520000,58.17
ADBE,1399460580000,58.21
ADBE,1399460640000,58.25
ADBE,1399460700000,58.23
ADBE,1399460760000,58.21
ADBE,1399460820000,58.22
ADBE,1399460880000,58.18
ADBE,1399460940000,58.09
ADBE,1399461000000,58.16
ADBE,1399461060000,58.11
ADBE,1399461120000,58.16
ADBE,1399461180000,58.14
ADBE,1399461240000,58.11
ADBE,1399461300000,58.16
ADBE,1399461360000,58.1
ADBE,1399461420000,57.97
ADBE,1399461480000,57.935
ADBE,1399461540000,57.89
ADBE,1399461600000,57.93
ADBE,1399461660000,57.91
ADBE,1399461720000,57.9
ADBE,1399461780000,57.81
ADBE,1399461840000,57.8
ADBE,1399461900000,57.76
ADBE,1399461960000,57.78
ADBE,1399462020000,57.77
ADBE,1399462080000,57.72
ADBE,1399462140000,57.73
ADBE,1399462200000,57.77
ADBE,1399462260000,57.76
ADBE,1399462320000,57.918
ADBE,1399462380000,57.93
ADBE,1399462440000,58.04
ADBE,1399462500000,57.96
ADBE,1399462560000,57.96
ADBE,1399462620000,57.99
ADBE,1399462680000,58.11
ADBE,1399462740000,58.075
ADBE,1399462800000,58.06
ADBE,1399462860000,58.15
ADBE,1399462920000,58.16
ADBE,1399462980000,58.23
ADBE,1399463040000,58.23
ADBE,1399463100000,58.3825
ADBE,1399463160000,58.43
ADBE,1399463220000,58.37
ADBE,1399463280000,58.34
ADBE,1399463340000,58.2601
ADBE,1399463400000,58.291
ADBE,1399463460000,58.34
ADBE,1399463520000,58.29
ADBE,1399463580000,58.2915
ADBE,1399463640000,58.25
ADBE,1399463700000,58.26
ADBE,1399463760000,58.26
ADBE,1399463820000,58.31
ADBE,1399463880000,58.29
ADBE,1399463940000,58.24
ADBE,1399464000000,58.21
ADBE,1399464060000,58.18
ADBE,1399464120000,58.19
ADBE,1399464180000,58.23
ADBE,1399464240000,58.19
ADBE,1399464300000,58.16
ADBE,1399464360000,58.12
ADBE,1399464420000,58.16
ADBE,1399464480000,58.18
ADBE,1399464540000,58.12
ADBE,1399464600000,58.15
ADBE,1399464660000,58.179
ADBE,1399464720000,58.2
ADBE,1399464780000,58.195
ADBE,1399464840000,58.16
ADBE,1399464900000,58.16
ADBE,1399464960000,58.24
ADBE,1399465020000,58.256
ADBE,1399465080000,58.26
ADBE,1399465140000,58.269
ADBE,1399465200000,58.26
ADBE,1399465260000,58.24
